Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng,timestamp
United States of America,Topeka,67,Moderate,1,Good,33,Good,4,Good,67,Moderate,39.0346,-95.6955,2023-04-30 20:00:00
Russian Federation,Toropets,30,Good,0,Good,30,Good,0,Good,29,Good,56.5,31.65,2023-04-30 21:00:00
Argentina,Trelew,18,Good,0,Good,18,Good,0,Good,2,Good,-43.25,-65.3,2023-04-30 22:00:00
United States of America,Trotwood,45,Good,1,Good,32,Good,7,Good,45,Good,39.7926,-84.3165,2023-04-30 23:00:00
Trinidad and Tobago,Tunapuna,63,Moderate,1,Good,21,Good,5,Good,63,Moderate,10.6333,-61.3833,2023-05-01 00:00:00
Colombia,Tunja,25,Good,1,Good,5,Good,3,Good,25,Good,5.5333,-73.3667,2023-05-01 01:00:00
Colombia,Turbo,35,Good,1,Good,12,Good,0,Good,35,Good,8.1,-76.7333,2023-05-01 02:00:00
Indonesia,Ubud,35,Good,1,Good,26,Good,0,Good,35,Good,-8.5069,115.2624,2023-05-01 03:00:00
Ghana,Swedru,89,Moderate,1,Good,19,Good,0,Good,89,Moderate,5.5306,-0.7028,2023-05-01 04:00:00
United States of America,Tallmadge,50,Good,1,Good,33,Good,8,Good,50,Good,41.1023,-81.4216,2023-05-01 05:00:00
Japan,Tamana,63,Moderate,2,Good,26,Good,8,Good,63,Moderate,32.9281,130.5594,2023-05-01 06:00:00
Brazil,Taquara,48,Good,1,Good,15,Good,3,Good,48,Good,-29.6508,-50.7808,2023-05-01 07:00:00
Italy,Tarquinia,46,Good,1,Good,46,Good,1,Good,29,Good,42.2492,11.7561,2023-05-01 08:00:00
Brazil,Olinda,28,Good,0,Good,19,Good,1,Good,28,Good,-8.0,-34.8833,2023-05-01 09:00:00
Israel,Or Yehuda,117,Unhealthy for Sensitive Groups,2,Good,42,Good,9,Good,117,Unhealthy for Sensitive Groups,32.0333,34.85,2023-05-01 10:00:00
Philippines,Ormoc,62,Moderate,1,Good,22,Good,0,Good,62,Moderate,11.0106,124.6075,2023-05-01 11:00:00
United Kingdom of Great Britain and Northern Ireland,Ormskirk,35,Good,1,Good,35,Good,3,Good,20,Good,53.5665,-2.8869,2023-05-01 12:00:00
United States of America,Oro Valley,67,Moderate,1,Good,16,Good,8,Good,67,Moderate,32.4208,-110.9767,2023-05-01 13:00:00
Germany,Oschersleben,55,Moderate,1,Good,28,Good,4,Good,55,Moderate,52.0167,11.25,2023-05-01 14:00:00
Belgium,Ostend,39,Good,1,Good,39,Good,2,Good,30,Good,51.2258,2.9194,2023-05-01 15:00:00
France,Outreau,41,Good,1,Good,41,Good,1,Good,26,Good,50.7039,1.5939,2023-05-01 16:00:00
United States of America,Oviedo,59,Moderate,1,Good,12,Good,15,Good,59,Moderate,43.36,-5.845,2023-05-01 17:00:00
Canada,Owen Sound,36,Good,1,Good,36,Good,3,Good,36,Good,44.5667,-80.9333,2023-05-01 18:00:00
Australia,Pakenham,24,Good,0,Good,17,Good,3,Good,24,Good,-38.0712,145.4878,2023-05-01 19:00:00
France,Palaiseau,84,Moderate,3,Good,16,Good,10,Good,84,Moderate,48.7145,2.2457,2023-05-01 20:00:00
India,Palwal,179,Unhealthy,4,Good,179,Unhealthy,2,Good,175,Unhealthy,28.143,77.329,2023-05-01 21:00:00
Italy,Paola,64,Moderate,1,Good,48,Good,1,Good,64,Moderate,35.8728,14.5075,2023-05-01 22:00:00
Brazil,Parintins,18,Good,0,Good,7,Good,0,Good,18,Good,-2.6278,-56.7358,2023-05-01 23:00:00
Peru,Pativilca,36,Good,1,Good,21,Good,1,Good,36,Good,-10.6958,-77.7742,2023-05-02 00:00:00
Italy,Pedara,55,Moderate,1,Good,43,Good,1,Good,55,Moderate,37.6167,15.0667,2023-05-02 01:00:00
Brazil,Penalva,21,Good,0,Good,11,Good,0,Good,21,Good,-3.2939,-45.1739,2023-05-02 02:00:00
United States of America,Peru,63,Moderate,2,Good,19,Good,14,Good,63,Moderate,40.7593,-86.0756,2023-05-02 03:00:00
India,Perundurai,41,Good,1,Good,30,Good,0,Good,41,Good,11.2777,77.5837,2023-05-02 04:00:00
Colombia,Pereira,121,Unhealthy for Sensitive Groups,4,Good,0,Good,5,Good,121,Unhealthy for Sensitive Groups,4.8143,-75.6946,2023-05-02 05:00:00
Germany,Pfullingen,58,Moderate,1,Good,37,Good,2,Good,58,Moderate,48.4656,9.2261,2023-05-02 06:00:00
Czechia,Prachatice,68,Moderate,1,Good,35,Good,1,Good,68,Moderate,49.013,13.9975,2023-05-02 07:00:00
Indonesia,Praya,51,Moderate,1,Good,25,Good,0,Good,51,Moderate,-8.7223,116.2923,2023-05-02 08:00:00
Serbia,Priboj,59,Moderate,1,Good,32,Good,0,Good,59,Moderate,43.5836,19.5258,2023-05-02 09:00:00
Poland,Przeworsk,74,Moderate,1,Good,39,Good,1,Good,74,Moderate,50.0667,22.5,2023-05-02 10:00:00
Peru,Puerto Maldonado,38,Good,1,Good,1,Good,0,Good,38,Good,-12.6,-69.1833,2023-05-02 11:00:00
Colombia,Puerto Santander,100,Unhealthy for Sensitive Groups,4,Good,3,Good,6,Good,100,Unhealthy for Sensitive Groups,8.3636,-72.4075,2023-05-02 12:00:00
Bolivia (Plurinational State of),Punata,34,Good,1,Good,4,Good,1,Good,34,Good,-17.55,-65.8333,2023-05-02 13:00:00
France,Quimper,48,Good,1,Good,42,Good,2,Good,48,Good,47.9967,-4.0964,2023-05-02 14:00:00
Mexico,Quiroga,49,Good,1,Good,11,Good,4,Good,49,Good,19.6638,-101.524,2023-05-02 15:00:00
France,Pierrelatte,64,Moderate,2,Good,18,Good,5,Good,64,Moderate,44.3775,4.6961,2023-05-02 16:00:00
Spain,Pilas,23,Good,0,Good,23,Good,2,Good,22,Good,37.3017,-6.2986,2023-05-02 17:00:00
China,Pingxiang,77,Moderate,2,Good,23,Good,7,Good,77,Moderate,27.6333,113.85,2023-05-02 18:00:00
United States of America,Placerville,70,Moderate,2,Good,20,Good,10,Good,70,Moderate,38.7308,-120.7979,2023-05-02 19:00:00
United States of America,Pleasant Prairie,55,Moderate,1,Good,14,Good,17,Good,55,Moderate,42.5266,-87.8895,2023-05-02 20:00:00
Brazil,Pombos,40,Good,1,Good,9,Good,4,Good,40,Good,-8.1492,-35.4011,2023-05-02 21:00:00
Spain,Ponferrada,20,Good,0,Good,16,Good,3,Good,20,Good,42.5461,-6.5908,2023-05-02 22:00:00
Italy,Porcia,71,Moderate,1,Good,29,Good,3,Good,71,Moderate,45.9667,12.6167,2023-05-02 23:00:00
Italy,Olgiate Comasco,97,Moderate,1,Good,56,Moderate,0,Good,97,Moderate,45.7833,8.9667,2023-05-03 00:00:00
Poland,Olkusz,64,Moderate,1,Good,45,Good,0,Good,64,Moderate,50.2813,19.565,2023-05-03 01:00:00
Switzerland,Olten,57,Moderate,1,Good,50,Good,0,Good,57,Moderate,47.35,7.9,2023-05-03 02:00:00
Russian Federation,Opochka,35,Good,1,Good,35,Good,0,Good,13,Good,56.7,28.6667,2023-05-03 03:00:00
United States of America,Orangevale,53,Moderate,1,Good,25,Good,7,Good,53,Moderate,38.6881,-121.2209,2023-05-03 04:00:00
Canada,Oshawa,38,Good,1,Good,23,Good,3,Good,38,Good,43.9,-78.85,2023-05-03 05:00:00
France,Ostwald,69,Moderate,1,Good,61,Moderate,0,Good,69,Moderate,48.5511,7.7136,2023-05-03 06:00:00
Burkina Faso,Ouahigouya,81,Moderate,1,Good,35,Good,0,Good,81,Moderate,13.5833,-2.4167,2023-05-03 07:00:00
Belgium,Oupeye,56,Moderate,1,Good,41,Good,1,Good,56,Moderate,50.7083,5.6431,2023-05-03 08:00:00
United States of America,Pacific Grove,41,Good,1,Good,34,Good,1,Good,41,Good,36.6188,-121.9259,2023-05-03 09:00:00
Germany,Paderborn,51,Moderate,1,Good,44,Good,0,Good,51,Moderate,51.7181,8.7542,2023-05-03 10:00:00
Philippines,Pagadian,44,Good,1,Good,18,Good,1,Good,44,Good,7.8272,123.4364,2023-05-03 11:00:00
Italy,Palermo,61,Moderate,1,Good,51,Moderate,0,Good,61,Moderate,2.8917,-75.4375,2023-05-03 12:00:00
United States of America,Palisades Park,54,Moderate,1,Good,40,Good,4,Good,54,Moderate,40.8472,-73.9966,2023-05-03 13:00:00
Australia,Palmerston,264,Very Unhealthy,9,Good,2,Good,17,Good,264,Very Unhealthy,53.35,-6.379,2023-05-03 14:00:00
Russian Federation,Raychikhinsk,106,Unhealthy for Sensitive Groups,2,Good,41,Good,1,Good,106,Unhealthy for Sensitive Groups,49.7833,129.4167,2023-05-03 15:00:00
United States of America,Redlands,96,Moderate,3,Good,23,Good,13,Good,96,Moderate,34.0512,-117.1712,2023-05-03 16:00:00
Brazil,Remanso,28,Good,0,Good,20,Good,0,Good,28,Good,-9.6219,-42.0808,2023-05-03 17:00:00
Belgium,Retie,48,Good,1,Good,39,Good,1,Good,48,Good,51.2667,5.0667,2023-05-03 18:00:00
Germany,Rhede,44,Good,1,Good,39,Good,1,Good,44,Good,51.8333,6.7006,2023-05-03 19:00:00
Brazil,Rio Negro,24,Good,1,Good,14,Good,0,Good,24,Good,-26.1,-49.79,2023-05-03 20:00:00
Spain,Ripollet,55,Moderate,1,Good,55,Moderate,1,Good,52,Moderate,41.4969,2.1574,2023-05-03 21:00:00
India,Robertsganj,169,Unhealthy,3,Good,66,Moderate,4,Good,169,Unhealthy,24.7,83.07,2023-05-03 22:00:00
United States of America,Rochester Hills,47,Good,1,Good,32,Good,1,Good,47,Good,42.6645,-83.1563,2023-05-03 23:00:00
United States of America,Rock Hill,49,Good,1,Good,49,Good,1,Good,14,Good,34.9415,-81.0241,2023-05-04 00:00:00
Australia,Rockhampton,25,Good,0,Good,25,Good,4,Good,13,Good,-23.3781,150.5136,2023-05-04 01:00:00
China,Rongcheng,143,Unhealthy for Sensitive Groups,4,Good,4,Good,23,Good,143,Unhealthy for Sensitive Groups,26.2312,104.0966,2023-05-04 02:00:00
United States of America,Madison Heights,55,Moderate,1,Good,34,Good,1,Good,55,Moderate,42.5073,-83.1034,2023-05-04 03:00:00
India,Mahiari,198,Unhealthy,10,Good,3,Good,24,Good,198,Unhealthy,22.59,88.24,2023-05-04 04:00:00
Brazil,Mamanguape,25,Good,0,Good,25,Good,0,Good,23,Good,-6.8389,-35.1258,2023-05-04 05:00:00
Ghana,Mampong,39,Good,1,Good,25,Good,0,Good,39,Good,7.0667,-1.4,2023-05-04 06:00:00
Romania,Marghita,54,Moderate,1,Good,47,Good,0,Good,54,Moderate,47.35,22.3333,2023-05-04 07:00:00
United States of America,Commerce,117,Unhealthy for Sensitive Groups,3,Good,17,Good,26,Good,117,Unhealthy for Sensitive Groups,33.9963,-118.1519,2023-05-04 08:00:00
Peru,Contamana,26,Good,1,Good,5,Good,0,Good,26,Good,-7.3333,-75.0167,2023-05-04 09:00:00
Italy,Conversano,59,Moderate,1,Good,58,Moderate,0,Good,59,Moderate,40.9667,17.1167,2023-05-04 10:00:00
Mexico,Cozumel,30,Good,0,Good,25,Good,0,Good,30,Good,20.5104,-86.9493,2023-05-04 11:00:00
Hungary,Csorna,68,Moderate,1,Good,68,Moderate,0,Good,61,Moderate,47.6167,17.25,2023-05-04 12:00:00
Indonesia,Curug,281,Very Unhealthy,15,Good,6,Good,59,Moderate,281,Very Unhealthy,-6.3711,106.8,2023-05-04 13:00:00
Thailand,Phon,93,Moderate,2,Good,14,Good,5,Good,93,Moderate,15.8084,102.6018,2023-05-04 14:00:00
Philippines,Pili,72,Moderate,1,Good,20,Good,1,Good,72,Moderate,13.7177,123.7448,2023-05-04 15:00:00
Brazil,Piquete,52,Moderate,1,Good,20,Good,0,Good,52,Moderate,-22.6136,-45.1761,2023-05-04 16:00:00
Guinea,Pita,90,Moderate,1,Good,19,Good,0,Good,90,Moderate,11.08,-12.401,2023-05-04 17:00:00
Mauritius,Plaine Magnien,55,Moderate,1,Good,27,Good,0,Good,55,Moderate,-20.4286,57.6531,2023-05-04 18:00:00
Germany,Plettenberg,54,Moderate,1,Good,45,Good,0,Good,54,Moderate,51.2167,7.8833,2023-05-04 19:00:00
United States of America,Plover,54,Moderate,1,Good,29,Good,0,Good,54,Moderate,44.4615,-89.5382,2023-05-04 20:00:00
Russian Federation,Podolsk,39,Good,1,Good,32,Good,7,Good,39,Good,55.4311,37.5456,2023-05-04 21:00:00
Finland,Porvoo,34,Good,1,Good,34,Good,1,Good,8,Good,60.3944,25.6639,2023-05-04 22:00:00
Russian Federation,Prokopyevsk,41,Good,1,Good,26,Good,6,Good,41,Good,53.8833,86.7167,2023-05-04 23:00:00
Serbia,Prokuplje,56,Moderate,1,Good,48,Good,0,Good,56,Moderate,43.2339,21.5861,2023-05-05 00:00:00
Venezuela (Bolivarian Republic of),Punto Fijo,84,Moderate,1,Good,28,Good,0,Good,84,Moderate,11.7167,-70.1833,2023-05-05 01:00:00
Peru,Puquio,11,Good,0,Good,11,Good,0,Good,5,Good,-14.6939,-74.1241,2023-05-05 02:00:00
Azerbaijan,Pushkino,82,Moderate,1,Good,46,Good,0,Good,82,Moderate,56.0167,37.8333,2023-05-05 03:00:00
Ecuador,Puyo,48,Good,1,Good,3,Good,0,Good,48,Good,-1.4861,-78.0028,2023-05-05 04:00:00
Myanmar,Pyay,31,Good,1,Good,18,Good,0,Good,31,Good,18.8167,95.2167,2023-05-05 05:00:00
Portugal,Queluz,41,Good,1,Good,41,Good,1,Good,20,Good,38.7514,-9.2664,2023-05-05 06:00:00
France,Roubaix,46,Good,1,Good,38,Good,1,Good,46,Good,50.6901,3.1817,2023-05-05 07:00:00
Italy,Russi,68,Moderate,1,Good,67,Moderate,0,Good,68,Moderate,44.3764,12.0334,2023-05-05 08:00:00
Burundi,Ruyigi,40,Good,1,Good,27,Good,0,Good,40,Good,-3.4833,30.25,2023-05-05 09:00:00
Rwanda,Rwamagana,85,Moderate,2,Good,26,Good,1,Good,85,Moderate,-1.95,30.4333,2023-05-05 10:00:00
Germany,Saarlouis,66,Moderate,1,Good,54,Moderate,0,Good,66,Moderate,49.3167,6.75,2023-05-05 11:00:00
Mexico,Sabinas,45,Good,1,Good,18,Good,1,Good,45,Good,27.8489,-101.12,2023-05-05 12:00:00
India,Saiha,33,Good,1,Good,10,Good,1,Good,33,Good,22.48,92.97,2023-05-05 13:00:00
India,Sakleshpur,63,Moderate,1,Good,12,Good,4,Good,63,Moderate,12.893,75.725,2023-05-05 14:00:00
Italy,San Cesareo,63,Moderate,1,Good,63,Moderate,0,Good,48,Good,41.8167,12.8,2023-05-05 15:00:00
Mexico,San Julian,54,Moderate,1,Good,30,Good,0,Good,54,Moderate,11.7536,125.4558,2023-05-05 16:00:00
Panama,San Miguelito,61,Moderate,1,Good,28,Good,3,Good,61,Moderate,9.033,-79.5,2023-05-05 17:00:00
Germany,Sankt Augustin,54,Moderate,1,Good,48,Good,0,Good,54,Moderate,50.77,7.1867,2023-05-05 18:00:00
Spain,Santomera,38,Good,1,Good,38,Good,0,Good,38,Good,38.0617,-1.0492,2023-05-05 19:00:00
Germany,Parchim,43,Good,1,Good,43,Good,0,Good,25,Good,53.4167,11.8333,2023-05-05 20:00:00
France,Passy,64,Moderate,1,Good,39,Good,0,Good,64,Moderate,45.9236,6.6864,2023-05-05 21:00:00
India,Penukonda,55,Moderate,1,Good,26,Good,3,Good,55,Moderate,14.0847,77.5967,2023-05-05 22:00:00
Brazil,Pereira Barreto,55,Moderate,1,Good,24,Good,0,Good,55,Moderate,-20.6383,-51.1092,2023-05-05 23:00:00
Germany,Pforzheim,65,Moderate,1,Good,60,Moderate,0,Good,65,Moderate,48.895,8.705,2023-05-06 00:00:00
Pakistan,Bahawalpur,189,Unhealthy,2,Good,126,Unhealthy for Sensitive Groups,0,Good,189,Unhealthy,29.3956,71.6836,2023-05-06 01:00:00
United States of America,Bainbridge,59,Moderate,2,Good,25,Good,4,Good,59,Moderate,30.9052,-84.5732,2023-05-06 02:00:00
United States of America,Balch Springs,53,Moderate,1,Good,30,Good,5,Good,53,Moderate,32.7194,-96.6151,2023-05-06 03:00:00
Philippines,Baliuag,65,Moderate,1,Good,25,Good,2,Good,65,Moderate,14.954,120.901,2023-05-06 04:00:00
India,Bangaon,62,Moderate,1,Good,38,Good,1,Good,62,Moderate,23.0435,88.8318,2023-05-06 05:00:00
Philippines,Bangar,30,Good,1,Good,30,Good,0,Good,19,Good,4.7086,115.0739,2023-05-06 06:00:00
Brazil,Barroquinha,25,Good,0,Good,13,Good,0,Good,25,Good,-3.0189,-41.1369,2023-05-06 07:00:00
Italy,Bitetto,44,Good,1,Good,44,Good,1,Good,20,Good,41.0333,16.75,2023-05-06 08:00:00
United States of America,Black Forest,70,Moderate,1,Good,19,Good,6,Good,70,Moderate,39.0608,-104.6752,2023-05-06 09:00:00
Malawi,Blantyre,53,Moderate,2,Good,24,Good,0,Good,53,Moderate,-15.7861,35.0058,2023-05-06 10:00:00
Germany,Bohmte,68,Moderate,2,Good,27,Good,8,Good,68,Moderate,52.3667,8.3167,2023-05-06 11:00:00
Ukraine,Bolekhiv,67,Moderate,1,Good,38,Good,0,Good,67,Moderate,49.0669,23.8514,2023-05-06 12:00:00
India,Bongaigaon,68,Moderate,2,Good,47,Good,0,Good,68,Moderate,26.4769,90.5583,2023-05-06 13:00:00
Colombia,Bosconia,75,Moderate,2,Good,9,Good,4,Good,75,Moderate,9.9761,-73.8903,2023-05-06 14:00:00
Italy,Boscoreale,71,Moderate,2,Good,52,Moderate,11,Good,71,Moderate,40.7667,14.4833,2023-05-06 15:00:00
United States of America,Brainerd,34,Good,1,Good,28,Good,1,Good,34,Good,46.3553,-94.1983,2023-05-06 16:00:00
Belgium,Brecht,48,Good,1,Good,30,Good,6,Good,48,Good,51.35,4.6333,2023-05-06 17:00:00
Brazil,Brejo Santo,30,Good,0,Good,9,Good,2,Good,30,Good,-7.4928,-38.985,2023-05-06 18:00:00
Netherlands,Brielle,55,Moderate,1,Good,37,Good,4,Good,55,Moderate,51.9,4.1667,2023-05-06 19:00:00
South Africa,Brits,212,Very Unhealthy,14,Good,21,Good,17,Good,212,Very Unhealthy,-25.6344,27.7811,2023-05-06 20:00:00
Netherlands,Beek,61,Moderate,1,Good,28,Good,6,Good,61,Moderate,50.9333,5.8,2023-05-06 21:00:00
Belgium,Beernem,50,Good,1,Good,37,Good,3,Good,50,Good,51.1428,3.3408,2023-05-06 22:00:00
United States of America,Bellview,52,Moderate,2,Good,37,Good,8,Good,52,Moderate,30.462,-87.312,2023-05-06 23:00:00
Germany,Belm,66,Moderate,2,Good,24,Good,9,Good,66,Moderate,52.3,8.1333,2023-05-07 00:00:00
Italy,Belpasso,55,Moderate,1,Good,45,Good,0,Good,55,Moderate,37.5833,14.9833,2023-05-07 01:00:00
Germany,Bendorf,62,Moderate,1,Good,34,Good,3,Good,62,Moderate,50.4297,7.5703,2023-05-07 02:00:00
Spain,Bermeo,51,Moderate,1,Good,18,Good,4,Good,51,Moderate,43.42,-2.7264,2023-05-07 03:00:00
Guinea,Beyla,46,Good,1,Good,17,Good,0,Good,46,Good,8.6833,-8.6333,2023-05-07 04:00:00
India,Bhattiprolu,58,Moderate,1,Good,43,Good,0,Good,58,Moderate,16.1,80.78,2023-05-07 05:00:00
United Kingdom of Great Britain and Northern Ireland,Bideford,60,Moderate,1,Good,21,Good,5,Good,60,Moderate,51.016,-4.209,2023-05-07 06:00:00
Turkey,Birecik,53,Moderate,1,Good,48,Good,0,Good,53,Moderate,37.025,37.9769,2023-05-07 07:00:00
Brazil,Artur Nogueira,68,Moderate,2,Good,3,Good,5,Good,68,Moderate,-22.5731,-47.1725,2023-05-07 08:00:00
Bulgaria,Asenovgrad,76,Moderate,1,Good,43,Good,0,Good,76,Moderate,42.0167,24.8667,2023-05-07 09:00:00
United States of America,Ashland,76,Moderate,2,Good,36,Good,7,Good,76,Moderate,37.6942,-122.1159,2023-05-07 10:00:00
Germany,Augsburg,64,Moderate,1,Good,35,Good,3,Good,64,Moderate,48.3689,10.8978,2023-05-07 11:00:00
Italy,Aulla,50,Good,1,Good,36,Good,3,Good,50,Good,44.2167,9.9667,2023-05-07 12:00:00
United States of America,Azalea Park,58,Moderate,1,Good,10,Good,15,Good,58,Moderate,28.5473,-81.2956,2023-05-07 13:00:00
Philippines,Bacolod,38,Good,1,Good,19,Good,0,Good,38,Good,10.6765,122.9509,2023-05-07 14:00:00
Austria,Bad Ischl,68,Moderate,1,Good,34,Good,1,Good,68,Moderate,47.7115,13.6239,2023-05-07 15:00:00
United Republic of Tanzania,Bagamoyo,41,Good,1,Good,17,Good,0,Good,41,Good,-6.4444,38.9028,2023-05-07 16:00:00
United Kingdom of Great Britain and Northern Ireland,Sidmouth,59,Moderate,1,Good,27,Good,5,Good,59,Moderate,50.68,-3.239,2023-05-07 17:00:00
Ukraine,Snizhne,34,Good,1,Good,34,Good,1,Good,17,Good,48.0167,38.7667,2023-05-07 18:00:00
Netherlands,Soest,30,Good,1,Good,26,Good,5,Good,30,Good,51.5711,8.1092,2023-05-07 19:00:00
Brazil,Soledade,17,Good,0,Good,11,Good,2,Good,17,Good,-28.8178,-52.51,2023-05-07 20:00:00
Italy,Sondrio,55,Moderate,1,Good,21,Good,2,Good,55,Moderate,46.1697,9.87,2023-05-07 21:00:00
France,Sorgues,50,Good,1,Good,23,Good,5,Good,50,Good,44.0083,4.8725,2023-05-07 22:00:00
United States of America,South Lake Tahoe,54,Moderate,1,Good,18,Good,6,Good,54,Moderate,38.9393,-119.9828,2023-05-07 23:00:00
United States of America,South Venice,45,Good,1,Good,14,Good,12,Good,45,Good,27.0444,-82.4155,2023-05-08 00:00:00
United States of America,South Whittier,129,Unhealthy for Sensitive Groups,4,Good,3,Good,35,Good,129,Unhealthy for Sensitive Groups,33.9336,-118.0312,2023-05-08 01:00:00
Italy,Spilimbergo,63,Moderate,1,Good,37,Good,2,Good,63,Moderate,46.1281,12.885,2023-05-08 02:00:00
United Kingdom of Great Britain and Northern Ireland,Stretford,33,Good,1,Good,33,Good,3,Good,19,Good,53.4466,-2.3086,2023-05-08 03:00:00
United States of America,Struthers,83,Moderate,2,Good,31,Good,13,Good,83,Moderate,41.051,-80.592,2023-05-08 04:00:00
Thailand,Sung Noen,35,Good,0,Good,24,Good,0,Good,35,Good,14.8965,101.8167,2023-05-08 05:00:00
United States of America,Sycamore,56,Moderate,1,Good,23,Good,9,Good,56,Moderate,41.9957,-88.6821,2023-05-08 06:00:00
China,Tailai,65,Moderate,2,Good,65,Moderate,0,Good,49,Good,46.3909,123.4161,2023-05-08 07:00:00
Japan,Takanabe,29,Good,0,Good,29,Good,1,Good,24,Good,32.128,131.5033,2023-05-08 08:00:00
Japan,Takasaki,67,Moderate,1,Good,63,Moderate,1,Good,67,Moderate,36.3219,139.0033,2023-05-08 09:00:00
Bolivia (Plurinational State of),Tarija,15,Good,0,Good,1,Good,1,Good,15,Good,-21.5333,-64.7333,2023-05-08 10:00:00
Japan,Tateyama,44,Good,1,Good,44,Good,1,Good,43,Good,34.9966,139.87,2023-05-08 11:00:00
Georgia,Khoni,31,Good,1,Good,31,Good,0,Good,23,Good,42.3244,42.4222,2023-05-08 12:00:00
Germany,Kirkel,51,Moderate,1,Good,29,Good,3,Good,51,Moderate,49.2833,7.2333,2023-05-08 13:00:00
Hungary,Kiskunmajsa,71,Moderate,1,Good,40,Good,1,Good,71,Moderate,46.4923,19.7368,2023-05-08 14:00:00
Germany,Kitzingen,51,Moderate,1,Good,34,Good,2,Good,51,Moderate,49.7333,10.1667,2023-05-08 15:00:00
South Africa,Klerksdorp,172,Unhealthy,9,Good,18,Good,12,Good,172,Unhealthy,-26.8667,26.6667,2023-05-08 16:00:00
Thailand,Ko Samui,45,Good,1,Good,24,Good,0,Good,45,Good,9.5,100.0,2023-05-08 17:00:00
Belgium,Koksijde,41,Good,1,Good,33,Good,2,Good,41,Good,51.1,2.65,2023-05-08 18:00:00
Serbia,Kula,69,Moderate,1,Good,40,Good,1,Good,69,Moderate,45.6,19.5333,2023-05-08 19:00:00
Japan,Kuroishi,34,Good,1,Good,34,Good,1,Good,19,Good,40.6426,140.6113,2023-05-08 20:00:00
Finland,Kuusamo,24,Good,1,Good,24,Good,0,Good,3,Good,65.9667,29.1833,2023-05-08 21:00:00
France,La Courneuve,61,Moderate,1,Good,19,Good,6,Good,61,Moderate,48.9322,2.3967,2023-05-08 22:00:00
United States of America,La Crosse,47,Good,1,Good,38,Good,2,Good,47,Good,43.8241,-91.2268,2023-05-08 23:00:00
Argentina,La Plata,43,Good,1,Good,12,Good,8,Good,43,Good,-34.9211,-57.9544,2023-05-09 00:00:00
United States of America,La Vergne,71,Moderate,1,Good,27,Good,5,Good,71,Moderate,36.02,-86.5586,2023-05-09 01:00:00
Nigeria,Lafia,117,Unhealthy for Sensitive Groups,4,Good,20,Good,1,Good,117,Unhealthy for Sensitive Groups,8.5,8.5167,2023-05-09 02:00:00
United States of America,Lancaster,41,Good,1,Good,41,Good,3,Good,32,Good,40.042,-76.3012,2023-05-09 03:00:00
United States of America,Laurinburg,42,Good,1,Good,42,Good,2,Good,27,Good,34.7602,-79.4773,2023-05-09 04:00:00
Germany,Lauterbach,50,Good,1,Good,24,Good,3,Good,50,Good,50.6378,9.3944,2023-05-09 05:00:00
France,Le Portel,50,Good,1,Good,35,Good,1,Good,50,Good,50.7067,1.5733,2023-05-09 06:00:00
Portugal,Leiria,33,Good,0,Good,33,Good,1,Good,23,Good,39.75,-8.8,2023-05-09 07:00:00
Italy,Lendinara,98,Moderate,1,Good,36,Good,5,Good,98,Moderate,45.085,11.6006,2023-05-09 08:00:00
Russian Federation,Lensk,74,Moderate,2,Good,51,Moderate,0,Good,74,Moderate,60.7333,114.9167,2023-05-09 09:00:00
Lithuania,Lentvaris,34,Good,0,Good,34,Good,0,Good,33,Good,54.65,25.0667,2023-05-09 10:00:00
Russian Federation,Lesosibirsk,29,Good,1,Good,29,Good,0,Good,16,Good,58.2358,92.4828,2023-05-09 11:00:00
China,Liaoyang,127,Unhealthy for Sensitive Groups,3,Good,127,Unhealthy for Sensitive Groups,3,Good,114,Unhealthy for Sensitive Groups,41.2643,123.1772,2023-05-09 12:00:00
Poland,Limanowa,99,Moderate,1,Good,32,Good,2,Good,99,Moderate,49.7006,20.4267,2023-05-09 13:00:00
Guyana,Linden,34,Good,1,Good,16,Good,0,Good,34,Good,6.0,-58.3,2023-05-09 14:00:00
China,Linfen,156,Unhealthy,2,Good,156,Unhealthy,2,Good,84,Moderate,36.0812,111.5087,2023-05-09 15:00:00
Brazil,Linhares,37,Good,1,Good,19,Good,1,Good,37,Good,-19.3894,-40.0678,2023-05-09 16:00:00
Russian Federation,Lipetsk,34,Good,1,Good,34,Good,1,Good,25,Good,52.6167,39.6,2023-05-09 17:00:00
Australia,Lismore,31,Good,0,Good,31,Good,2,Good,16,Good,-28.8167,153.2833,2023-05-09 18:00:00
